B::PrintfTrace.List_MESSAGE
_____record_|message
-0000054109 |{"timestamp":184976079,"fuel":25000000,"run_idx":0,"refuel_idx":18,"intruder_break":false,"intruder_set_mask":1016,"dt":2344809,"df":25000000,"acc_t":45109853,"acc_f":475000000,"perf_info":{"cycles":2437429418,"instr":2414436690,"l1d_access":100047
-0000053694 |5147,"l1d_refill":1244258,"l2d_refill":128463}}
-0000053596 |{"timestamp":187314550,"fuel":25000000,"run_idx":0,"refuel_idx":19,"intruder_break":false,"intruder_set_mask":1008,"dt":2338459,"df":25000000,"acc_t":47448312,"acc_f":500000000,"perf_info":{"cycles":2430828239,"instr":2414437024,"l1d_access":100047
-0000053182 |5247,"l1d_refill":1249917,"l2d_refill":80979}}
-0000053086 |{"timestamp":189769769,"fuel":25000000,"run_idx":0,"refuel_idx":20,"intruder_break":false,"intruder_set_mask":1023,"dt":2455209,"df":25000000,"acc_t":49903521,"acc_f":525000000,"perf_info":{"cycles":2552189279,"instr":2414436489,"l1d_access":100047
-0000052672 |5098,"l1d_refill":1236147,"l2d_refill":1142863}}
-0000052589 |{"timestamp":192168335,"fuel":25000000,"run_idx":0,"refuel_idx":21,"intruder_break":false,"intruder_set_mask":1022,"dt":2398553,"df":25000000,"acc_t":52302074,"acc_f":550000000,"perf_info":{"cycles":2493296666,"instr":2414437159,"l1d_access":100047
-0000052167 |5282,"l1d_refill":1238324,"l2d_refill":585536}}
-0000052089 |{"timestamp":194531613,"fuel":25000000,"run_idx":0,"refuel_idx":22,"intruder_break":false,"intruder_set_mask":1020,"dt":2363265,"df":25000000,"acc_t":54665339,"acc_f":575000000,"perf_info":{"cycles":2456613703,"instr":2414436701,"l1d_access":100047
-0000051654 |5159,"l1d_refill":1248547,"l2d_refill":297880}}
-0000051577 |{"timestamp":196881510,"fuel":25000000,"run_idx":0,"refuel_idx":23,"intruder_break":false,"intruder_set_mask":1016,"dt":2349885,"df":25000000,"acc_t":57015224,"acc_f":600000000,"perf_info":{"cycles":2442705783,"instr":2414437043,"l1d_access":100047
-0000051142 |5254,"l1d_refill":1239893,"l2d_refill":145307}}
-0000051064 |{"timestamp":199222760,"fuel":25000000,"run_idx":0,"refuel_idx":24,"intruder_break":false,"intruder_set_mask":1008,"dt":2341239,"df":25000000,"acc_t":59356463,"acc_f":625000000,"perf_info":{"cycles":2433718166,"instr":2414436437,"l1d_access":100047
-0000050629 |5072,"l1d_refill":1249216,"l2d_refill":81174}}
-0000050554 |{"timestamp":201676087,"fuel":25000000,"run_idx":0,"refuel_idx":25,"intruder_break":false,"intruder_set_mask":1023,"dt":2453316,"df":25000000,"acc_t":61809779,"acc_f":650000000,"perf_info":{"cycles":2550222165,"instr":2414437409,"l1d_access":100047
-0000050119 |5363,"l1d_refill":1239838,"l2d_refill":1140220}}
-0000050040 |{"timestamp":204072011,"fuel":25000000,"run_idx":0,"refuel_idx":26,"intruder_break":false,"intruder_set_mask":1022,"dt":2395910,"df":25000000,"acc_t":64205689,"acc_f":675000000,"perf_info":{"cycles":2490548744,"instr":2414436450,"l1d_access":100047
-0000049605 |5074,"l1d_refill":1247438,"l2d_refill":578687}}
-0000049528 |{"timestamp":206435701,"fuel":25000000,"run_idx":0,"refuel_idx":27,"intruder_break":false,"intruder_set_mask":1020,"dt":2363678,"df":25000000,"acc_t":66569367,"acc_f":700000000,"perf_info":{"cycles":2457044275,"instr":2414437045,"l1d_access":100047
-0000049093 |5258,"l1d_refill":1240262,"l2d_refill":291997}}
-0000049015 |{"timestamp":208785085,"fuel":25000000,"run_idx":0,"refuel_idx":28,"intruder_break":false,"intruder_set_mask":1016,"dt":2349372,"df":25000000,"acc_t":68918739,"acc_f":725000000,"perf_info":{"cycles":2442172085,"instr":2414436693,"l1d_access":100047
-0000048580 |5150,"l1d_refill":1244164,"l2d_refill":162193}}
-0000048503 |{"timestamp":211115023,"fuel":25000000,"run_idx":0,"refuel_idx":29,"intruder_break":false,"intruder_set_mask":1008,"dt":2329926,"df":25000000,"acc_t":71248665,"acc_f":750000000,"perf_info":{"cycles":2421958273,"instr":2414436902,"l1d_access":100047
-0000048090 |5208,"l1d_refill":1236027,"l2d_refill":64422}}
-0000047993 |{"timestamp":213572760,"fuel":25000000,"run_idx":0,"refuel_idx":30,"intruder_break":false,"intruder_set_mask":1023,"dt":2457726,"df":25000000,"acc_t":73706391,"acc_f":775000000,"perf_info":{"cycles":2554806937,"instr":2414436698,"l1d_access":100047
-0000047579 |5152,"l1d_refill":1241272,"l2d_refill":1144817}}
-0000047496 |{"timestamp":215967747,"fuel":25000000,"run_idx":0,"refuel_idx":31,"intruder_break":false,"intruder_set_mask":1022,"dt":2394974,"df":25000000,"acc_t":76101365,"acc_f":800000000,"perf_info":{"cycles":2489575987,"instr":2414437070,"l1d_access":100047
-0000047073 |5270,"l1d_refill":1242100,"l2d_refill":584318}}
-0000046997 |{"timestamp":218333265,"fuel":25000000,"run_idx":0,"refuel_idx":32,"intruder_break":false,"intruder_set_mask":1020,"dt":2365505,"df":25000000,"acc_t":78466870,"acc_f":825000000,"perf_info":{"cycles":2458942474,"instr":2414436683,"l1d_access":100047
-0000046561 |5150,"l1d_refill":1235148,"l2d_refill":290876}}
-0000046484 |{"timestamp":220677837,"fuel":25000000,"run_idx":0,"refuel_idx":33,"intruder_break":false,"intruder_set_mask":1016,"dt":2344560,"df":25000000,"acc_t":80811430,"acc_f":850000000,"perf_info":{"cycles":2437170275,"instr":2414436796,"l1d_access":100047
-0000046048 |5178,"l1d_refill":1249042,"l2d_refill":129780}}
-0000045972 |{"timestamp":223016500,"fuel":25000000,"run_idx":0,"refuel_idx":34,"intruder_break":false,"intruder_set_mask":1008,"dt":2338651,"df":25000000,"acc_t":83150081,"acc_f":875000000,"perf_info":{"cycles":2431027932,"instr":2414437085,"l1d_access":100047
-0000045536 |5276,"l1d_refill":1239560,"l2d_refill":81264}}
-0000045462 |{"timestamp":225470225,"fuel":25000000,"run_idx":0,"refuel_idx":35,"intruder_break":false,"intruder_set_mask":1023,"dt":2453714,"df":25000000,"acc_t":85603795,"acc_f":900000000,"perf_info":{"cycles":2550635783,"instr":2414436423,"l1d_access":100047
-0000045026 |5060,"l1d_refill":1243918,"l2d_refill":1146803}}
-0000044948 |{"timestamp":227867346,"fuel":25000000,"run_idx":0,"refuel_idx":36,"intruder_break":false,"intruder_set_mask":1022,"dt":2397108,"df":25000000,"acc_t":88000903,"acc_f":925000000,"perf_info":{"cycles":2491793863,"instr":2414437078,"l1d_access":100047
-0000044512 |5274,"l1d_refill":1253577,"l2d_refill":577951}}
-0000044435 |{"timestamp":230235466,"fuel":25000000,"run_idx":0,"refuel_idx":37,"intruder_break":false,"intruder_set_mask":1020,"dt":2368108,"df":25000000,"acc_t":90369011,"acc_f":950000000,"perf_info":{"cycles":2461647884,"instr":2414436794,"l1d_access":100047
-0000043999 |5176,"l1d_refill":1240279,"l2d_refill":298961}}
-0000043919 |{"timestamp":232578736,"fuel":25000000,"run_idx":0,"refuel_idx":38,"intruder_break":false,"intruder_set_mask":1016,"dt":2343259,"df":25000000,"acc_t":92712270,"acc_f":975000000,"perf_info":{"cycles":2435817661,"instr":2414437021,"l1d_access":100047
-0000043487 |5246,"l1d_refill":1246199,"l2d_refill":155561}}
-0000043407 |{"timestamp":234921180,"fuel":25000000,"run_idx":0,"refuel_idx":39,"intruder_break":false,"intruder_set_mask":1008,"dt":2342431,"df":25000000,"acc_t":95054701,"acc_f":1000000000,"perf_info":{"cycles":2434956992,"instr":2414436700,"l1d_access":10004
-0000042997 |75153,"l1d_refill":1239753,"l2d_refill":75908}}
-0000042895 |{"timestamp":237375162,"fuel":25000000,"run_idx":0,"refuel_idx":40,"intruder_break":false,"intruder_set_mask":1023,"dt":2453971,"df":25000000,"acc_t":97508672,"acc_f":1025000000,"perf_info":{"cycles":2550903656,"instr":2414436856,"l1d_access":10004
-0000042485 |75206,"l1d_refill":1250392,"l2d_refill":1145295}}
-0000042379 |{"timestamp":239774283,"fuel":25000000,"run_idx":0,"refuel_idx":41,"intruder_break":false,"intruder_set_mask":1022,"dt":2399108,"df":25000000,"acc_t":99907780,"acc_f":1050000000,"perf_info":{"cycles":2493872466,"instr":2414436791,"l1d_access":10004
-0000041969 |75171,"l1d_refill":1239954,"l2d_refill":579491}}
-0000041890 |{"timestamp":242134736,"fuel":25000000,"run_idx":0,"refuel_idx":42,"intruder_break":false,"intruder_set_mask":1020,"dt":2360441,"df":25000000,"acc_t":102268221,"acc_f":1075000000,"perf_info":{"cycles":2453678688,"instr":2414437041,"l1d_access":1000
-0000041464 |475253,"l1d_refill":1246010,"l2d_refill":292506}}
-0000041383 |{"timestamp":244477937,"fuel":25000000,"run_idx":0,"refuel_idx":43,"intruder_break":false,"intruder_set_mask":1016,"dt":2343189,"df":25000000,"acc_t":104611410,"acc_f":1100000000,"perf_info":{"cycles":2435745051,"instr":2414436704,"l1d_access":1000
-0000040948 |475160,"l1d_refill":1247582,"l2d_refill":162148}}
-0000040868 |{"timestamp":246812898,"fuel":25000000,"run_idx":0,"refuel_idx":44,"intruder_break":false,"intruder_set_mask":1008,"dt":2334949,"df":25000000,"acc_t":106946359,"acc_f":1125000000,"perf_info":{"cycles":2427179362,"instr":2414437055,"l1d_access":1000
-0000040433 |475259,"l1d_refill":1239507,"l2d_refill":64503}}
-0000040354 |{"timestamp":249271929,"fuel":25000000,"run_idx":0,"refuel_idx":45,"intruder_break":false,"intruder_set_mask":1023,"dt":2459020,"df":25000000,"acc_t":109405379,"acc_f":1150000000,"perf_info":{"cycles":2556152014,"instr":2414436791,"l1d_access":1000
-0000039919 |475174,"l1d_refill":1243093,"l2d_refill":1145922}}
-0000039837 |{"timestamp":251666765,"fuel":25000000,"run_idx":0,"refuel_idx":46,"intruder_break":false,"intruder_set_mask":1022,"dt":2394823,"df":25000000,"acc_t":111800202,"acc_f":1175000000,"perf_info":{"cycles":2489417930,"instr":2414437024,"l1d_access":1000
-0000039402 |475248,"l1d_refill":1244477,"l2d_refill":585237}}
-0000039321 |{"timestamp":254030372,"fuel":25000000,"run_idx":0,"refuel_idx":47,"intruder_break":false,"intruder_set_mask":1020,"dt":2363595,"df":25000000,"acc_t":114163797,"acc_f":1200000000,"perf_info":{"cycles":2456957125,"instr":2414436488,"l1d_access":1000
-0000038886 |475095,"l1d_refill":1245947,"l2d_refill":290611}}
-0000038806 |{"timestamp":256377108,"fuel":25000000,"run_idx":0,"refuel_idx":48,"intruder_break":false,"intruder_set_mask":1016,"dt":2346724,"df":25000000,"acc_t":116510521,"acc_f":1225000000,"perf_info":{"cycles":2439420307,"instr":2414436694,"l1d_access":1000
-0000038371 |475150,"l1d_refill":1242424,"l2d_refill":129687}}
-0000038290 |{"timestamp":258717392,"fuel":25000000,"run_idx":0,"refuel_idx":49,"intruder_break":false,"intruder_set_mask":1008,"dt":2340272,"df":25000000,"acc_t":118850793,"acc_f":1250000000,"perf_info":{"cycles":2432713504,"instr":2414436905,"l1d_access":1000
-0000037855 |475208,"l1d_refill":1241310,"l2d_refill":81548}}
-0000037776 |{"timestamp":261177122,"fuel":25000000,"run_idx":0,"refuel_idx":50,"intruder_break":false,"intruder_set_mask":1023,"dt":2459719,"df":25000000,"acc_t":121310512,"acc_f":1275000000,"perf_info":{"cycles":2556877657,"instr":2414436699,"l1d_access":1000
-0000037363 |475154,"l1d_refill":1239734,"l2d_refill":1141197}}
-0000037259 |{"timestamp":263573375,"fuel":25000000,"run_idx":0,"refuel_idx":51,"intruder_break":false,"intruder_set_mask":1022,"dt":2396240,"df":25000000,"acc_t":123706752,"acc_f":1300000000,"perf_info":{"cycles":2490891237,"instr":2414437072,"l1d_access":1000
-0000036846 |475272,"l1d_refill":1243160,"l2d_refill":575777}}
-0000036744 |{"timestamp":265930254,"fuel":25000000,"run_idx":0,"refuel_idx":52,"intruder_break":false,"intruder_set_mask":1020,"dt":2356867,"df":25000000,"acc_t":126063619,"acc_f":1325000000,"perf_info":{"cycles":2449963270,"instr":2414436792,"l1d_access":1000
-0000036331 |475174,"l1d_refill":1242619,"l2d_refill":290439}}
-0000036246 |{"timestamp":268281226,"fuel":25000000,"run_idx":0,"refuel_idx":53,"intruder_break":false,"intruder_set_mask":1016,"dt":2350960,"df":25000000,"acc_t":128414579,"acc_f":1350000000,"perf_info":{"cycles":2443823437,"instr":2414437041,"l1d_access":1000
-0000035823 |475253,"l1d_refill":1241345,"l2d_refill":160754}}
-0000035738 |{"timestamp":270620258,"fuel":25000000,"run_idx":0,"refuel_idx":54,"intruder_break":false,"intruder_set_mask":1008,"dt":2339021,"df":25000000,"acc_t":130753600,"acc_f":1375000000,"perf_info":{"cycles":2431411728,"instr":2414436719,"l1d_access":1000
-0000035307 |475169,"l1d_refill":1251337,"l2d_refill":70802}}
-0000035224 |{"timestamp":273075603,"fuel":25000000,"run_idx":0,"refuel_idx":55,"intruder_break":false,"intruder_set_mask":1023,"dt":2455334,"df":25000000,"acc_t":133208934,"acc_f":1400000000,"perf_info":{"cycles":2552320319,"instr":2414437040,"l1d_access":1000
-0000034793 |475253,"l1d_refill":1242098,"l2d_refill":1144656}}
-0000034707 |{"timestamp":275467863,"fuel":25000000,"run_idx":0,"refuel_idx":56,"intruder_break":false,"intruder_set_mask":1022,"dt":2392247,"df":25000000,"acc_t":135601181,"acc_f":1425000000,"perf_info":{"cycles":2486741291,"instr":2414436790,"l1d_access":1000
-0000034276 |475174,"l1d_refill":1247456,"l2d_refill":587744}}
-0000034192 |{"timestamp":277829756,"fuel":25000000,"run_idx":0,"refuel_idx":57,"intruder_break":false,"intruder_set_mask":1020,"dt":2361880,"df":25000000,"acc_t":137963061,"acc_f":1450000000,"perf_info":{"cycles":2455173829,"instr":2414436805,"l1d_access":1000
-0000033761 |475186,"l1d_refill":1241912,"l2d_refill":294276}}
-0000033676 |{"timestamp":280180869,"fuel":25000000,"run_idx":0,"refuel_idx":58,"intruder_break":false,"intruder_set_mask":1016,"dt":2351101,"df":25000000,"acc_t":140314162,"acc_f":1475000000,"perf_info":{"cycles":2443970246,"instr":2414436676,"l1d_access":1000
-0000033245 |475146,"l1d_refill":1238246,"l2d_refill":161049}}
-0000033161 |{"timestamp":282512214,"fuel":25000000,"run_idx":0,"refuel_idx":59,"intruder_break":false,"intruder_set_mask":1008,"dt":2331333,"df":25000000,"acc_t":142645495,"acc_f":1500000000,"perf_info":{"cycles":2423421170,"instr":2414436855,"l1d_access":1000
-0000032730 |475206,"l1d_refill":1227215,"l2d_refill":64973}}
-0000032647 |{"timestamp":284969242,"fuel":25000000,"run_idx":0,"refuel_idx":60,"intruder_break":false,"intruder_set_mask":1023,"dt":2457017,"df":25000000,"acc_t":145102512,"acc_f":1525000000,"perf_info":{"cycles":2554069141,"instr":2414436788,"l1d_access":1000
-0000032216 |475171,"l1d_refill":1231830,"l2d_refill":1140670}}
-0000032130 |{"timestamp":287361474,"fuel":25000000,"run_idx":0,"refuel_idx":61,"intruder_break":false,"intruder_set_mask":1022,"dt":2392220,"df":25000000,"acc_t":147494732,"acc_f":1550000000,"perf_info":{"cycles":2486712350,"instr":2414437068,"l1d_access":1000
-0000031721 |475267,"l1d_refill":1251565,"l2d_refill":581753}}
-0000031614 |{"timestamp":289725390,"fuel":25000000,"run_idx":0,"refuel_idx":62,"intruder_break":false,"intruder_set_mask":1020,"dt":2363903,"df":25000000,"acc_t":149858635,"acc_f":1575000000,"perf_info":{"cycles":2457277776,"instr":2414436663,"l1d_access":1000
-0000031205 |475132,"l1d_refill":1238676,"l2d_refill":291839}}
-0000031099 |{"timestamp":292068665,"fuel":25000000,"run_idx":0,"refuel_idx":63,"intruder_break":false,"intruder_set_mask":1016,"dt":2343262,"df":25000000,"acc_t":152201897,"acc_f":1600000000,"perf_info":{"cycles":2435821039,"instr":2414436998,"l1d_access":1000
-0000030690 |475240,"l1d_refill":1249979,"l2d_refill":130234}}
-0000030609 |{"timestamp":294405950,"fuel":25000000,"run_idx":0,"refuel_idx":64,"intruder_break":false,"intruder_set_mask":1008,"dt":2337273,"df":25000000,"acc_t":154539170,"acc_f":1625000000,"perf_info":{"cycles":2429595941,"instr":2414436795,"l1d_access":1000
-0000030182 |475177,"l1d_refill":1240251,"l2d_refill":81275}}
-0000030100 |{"timestamp":296868093,"fuel":25000000,"run_idx":0,"refuel_idx":65,"intruder_break":false,"intruder_set_mask":1023,"dt":2462132,"df":25000000,"acc_t":157001302,"acc_f":1650000000,"perf_info":{"cycles":2559386340,"instr":2414436765,"l1d_access":1000
-0000029668 |475185,"l1d_refill":1245601,"l2d_refill":1144083}}
-0000029583 |{"timestamp":299262993,"fuel":25000000,"run_idx":0,"refuel_idx":66,"intruder_break":false,"intruder_set_mask":1022,"dt":2394887,"df":25000000,"acc_t":159396189,"acc_f":1675000000,"perf_info":{"cycles":2489484695,"instr":2414437021,"l1d_access":1000
-0000029151 |475246,"l1d_refill":1249097,"l2d_refill":578193}}
-0000029071 |{"timestamp":301622726,"fuel":25000000,"run_idx":0,"refuel_idx":67,"intruder_break":false,"intruder_set_mask":1020,"dt":2359721,"df":25000000,"acc_t":161755910,"acc_f":1700000000,"perf_info":{"cycles":2452929532,"instr":2414436485,"l1d_access":1000
-0000028635 |475093,"l1d_refill":1242916,"l2d_refill":293270}}
-0000028552 |{"timestamp":303968048,"fuel":25000000,"run_idx":0,"refuel_idx":68,"intruder_break":false,"intruder_set_mask":1016,"dt":2345311,"df":25000000,"acc_t":164101221,"acc_f":1725000000,"perf_info":{"cycles":2437950588,"instr":2414437162,"l1d_access":1000
-0000028120 |475287,"l1d_refill":1253412,"l2d_refill":160574}}
-0000028036 |{"timestamp":306307579,"fuel":25000000,"run_idx":0,"refuel_idx":69,"intruder_break":false,"intruder_set_mask":1008,"dt":2339519,"df":25000000,"acc_t":166440740,"acc_f":1750000000,"perf_info":{"cycles":2431930951,"instr":2414436433,"l1d_access":1000
-0000027604 |475068,"l1d_refill":1241503,"l2d_refill":66478}}
-0000027523 |{"timestamp":308756937,"fuel":25000000,"run_idx":0,"refuel_idx":70,"intruder_break":false,"intruder_set_mask":1023,"dt":2449347,"df":25000000,"acc_t":168890087,"acc_f":1775000000,"perf_info":{"cycles":2546096204,"instr":2414437073,"l1d_access":1000
-0000027091 |475272,"l1d_refill":1227548,"l2d_refill":1142454}}
-0000027006 |{"timestamp":311153438,"fuel":25000000,"run_idx":0,"refuel_idx":71,"intruder_break":false,"intruder_set_mask":1022,"dt":2396488,"df":25000000,"acc_t":171286575,"acc_f":1800000000,"perf_info":{"cycles":2491149243,"instr":2414436695,"l1d_access":1000
-0000026574 |475149,"l1d_refill":1238594,"l2d_refill":583864}}
-0000026491 |{"timestamp":313516765,"fuel":25000000,"run_idx":0,"refuel_idx":72,"intruder_break":false,"intruder_set_mask":1020,"dt":2363314,"df":25000000,"acc_t":173649889,"acc_f":1825000000,"perf_info":{"cycles":2456664879,"instr":2414437149,"l1d_access":1000
-0000026080 |475286,"l1d_refill":1248048,"l2d_refill":299174}}
-0000025975 |{"timestamp":315861129,"fuel":25000000,"run_idx":0,"refuel_idx":73,"intruder_break":false,"intruder_set_mask":1016,"dt":2344353,"df":25000000,"acc_t":175994242,"acc_f":1850000000,"perf_info":{"cycles":2436954549,"instr":2414436690,"l1d_access":1000
-0000025564 |475145,"l1d_refill":1234702,"l2d_refill":162150}}
-0000025460 |{"timestamp":318198025,"fuel":25000000,"run_idx":0,"refuel_idx":74,"intruder_break":false,"intruder_set_mask":1008,"dt":2336884,"df":25000000,"acc_t":178331126,"acc_f":1875000000,"perf_info":{"cycles":2429191875,"instr":2414437024,"l1d_access":1000
-0000025049 |475252,"l1d_refill":1249297,"l2d_refill":65322}}
-0000024971 |{"timestamp":320658089,"fuel":25000000,"run_idx":0,"refuel_idx":75,"intruder_break":false,"intruder_set_mask":1023,"dt":2460053,"df":25000000,"acc_t":180791179,"acc_f":1900000000,"perf_info":{"cycles":2557224750,"instr":2414436738,"l1d_access":1000
-0000024543 |475172,"l1d_refill":1252954,"l2d_refill":1143803}}
-0000024462 |{"timestamp":323052841,"fuel":25000000,"run_idx":0,"refuel_idx":76,"intruder_break":false,"intruder_set_mask":1022,"dt":2394739,"df":25000000,"acc_t":183185918,"acc_f":1925000000,"perf_info":{"cycles":2489331336,"instr":2414436891,"l1d_access":1000
-0000024026 |475205,"l1d_refill":1235434,"l2d_refill":575341}}
-0000023947 |{"timestamp":325415652,"fuel":25000000,"run_idx":0,"refuel_idx":77,"intruder_break":false,"intruder_set_mask":1020,"dt":2362798,"df":25000000,"acc_t":185548716,"acc_f":1950000000,"perf_info":{"cycles":2456128664,"instr":2414436709,"l1d_access":1000
-0000023511 |475158,"l1d_refill":1246233,"l2d_refill":291282}}
-0000023431 |{"timestamp":327759665,"fuel":25000000,"run_idx":0,"refuel_idx":78,"intruder_break":false,"intruder_set_mask":1016,"dt":2344001,"df":25000000,"acc_t":187892717,"acc_f":1975000000,"perf_info":{"cycles":2436589059,"instr":2414437071,"l1d_access":1000
-0000022995 |475270,"l1d_refill":1242040,"l2d_refill":128623}}
-0000022916 |{"timestamp":330101404,"fuel":25000000,"run_idx":0,"refuel_idx":79,"intruder_break":false,"intruder_set_mask":1008,"dt":2341728,"df":25000000,"acc_t":190234445,"acc_f":2000000000,"perf_info":{"cycles":2434226537,"instr":2414436455,"l1d_access":1000
-0000022480 |475078,"l1d_refill":1242878,"l2d_refill":80895}}
